年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2023,単一リーグ,レギュラー,65,2023/7/3,21:00,クレイジーダイヤモンド,使いの空,72.4,1,第1試合,52400,P0264
2023,単一リーグ,レギュラー,66,2023/7/3,21:00,関西麻雀保安協会,バロン,-25.2,3,第1試合,14800,P0161
2023,単一リーグ,レギュラー,66,2023/7/3,21:00,星の砂 Stardust Collectors,PPPするぞ★,30.2,2,第1試合,50200,P0050
2023,単一リーグ,レギュラー,66,2023/7/3,21:00,レッドリボン軍,かじ,-80,4,第1試合,-20000,P0090
2023,単一リーグ,レギュラー,66,2023/7/3,21:00,SSブルーバーズ,Hara,75,1,第1試合,55000,P0029
2023,単一リーグ,レギュラー,67,2023/7/3,22:00,たちこまーず,シクラメン富男,-23.4,3,第2試合,16600,P0113
2023,単一リーグ,レギュラー,67,2023/7/3,22:00,TEAMS Rabbit_Yohan,零王,-57.6,4,第2試合,2400,P0322
2023,単一リーグ,レギュラー,67,2023/7/3,22:00,さわやかMJ野郎の会,Blue-K18,19.8,2,第2試合,39800,P0018
2023,単一リーグ,レギュラー,67,2023/7/3,22:00,クレイジーダイヤモンド,クピドの悪戯,61.2,1,第2試合,41200,P0099
2023,単一リーグ,レギュラー,68,2023/7/3,22:00,関西麻雀保安協会,えりんぼパパ,70.6,1,第2試合,50600,P0077
2023,単一リーグ,レギュラー,68,2023/7/3,22:00,星の砂 Stardust Collectors,全速ゆーへい,-90.7,4,第2試合,-30700,P0291
2023,単一リーグ,レギュラー,68,2023/7/3,22:00,レッドリボン軍,レッドスター,-9,3,第2試合,31000,P0220
2023,単一リーグ,レギュラー,68,2023/7/3,22:00,SSブルーバーズ,ハナノア,29.1,2,第2試合,49100,P0158
2023,単一リーグ,レギュラー,69,2023/7/4,21:00,たちこまーず,おかめなつこ,-57.8,4,第1試合,2200,P0080
2023,単一リーグ,レギュラー,69,2023/7/4,21:00,クレイジーダイヤモンド,ジャング,20.9,2,第1試合,40900,P0115
2023,単一リーグ,レギュラー,69,2023/7/4,21:00,TEAMS Rabbit_Yohan,HAGI,-24.6,3,第1試合,15400,P0028
2023,単一リーグ,レギュラー,69,2023/7/4,21:00,星の砂 Stardust Collectors,☆けーすけ☆,61.5,1,第1試合,41500,P0008
2023,単一リーグ,レギュラー,70,2023/7/4,21:00,さわやかMJ野郎の会,黒太郎@SMY会,8.5,2,第1試合,28500,P0260
2023,単一リーグ,レギュラー,70,2023/7/4,21:00,SSブルーバーズ,サヴェ,54.3,1,第1試合,34300,P0107
2023,単一リーグ,レギュラー,70,2023/7/4,21:00,SILVER WOLVES,淳之介,-45.5,4,第1試合,14500,P0269
2023,単一リーグ,レギュラー,70,2023/7/4,21:00,レッドリボン軍,めいあおいトト,-17.3,3,第1試合,22700,P0197
2023,単一リーグ,レギュラー,71,2023/7/4,22:00,たちこまーず,はち,27.2,2,第2試合,47200,P0157
2023,単一リーグ,レギュラー,71,2023/7/4,22:00,クレイジーダイヤモンド,アスラン,69.6,1,第2試合,49600,P0068
2023,単一リーグ,レギュラー,71,2023/7/4,22:00,TEAMS Rabbit_Yohan,とらちゃん,-67.9,4,第2試合,-7900,P0147
2023,単一リーグ,レギュラー,71,2023/7/4,22:00,星の砂 Stardust Collectors,店長倍損の上司,-28.9,3,第2試合,11100,P0302
2023,単一リーグ,レギュラー,72,2023/7/4,22:00,さわやかMJ野郎の会,小麦さん,-52.7,4,第2試合,7300,P0274
2023,単一リーグ,レギュラー,72,2023/7/4,22:00,SSブルーバーズ,＠みち,69.6,1,第2試合,49600,P0004
2023,単一リーグ,レギュラー,72,2023/7/4,22:00,SILVER WOLVES,上野あいみ,-23.1,3,第2試合,16900,P0279
2023,単一リーグ,レギュラー,72,2023/7/4,22:00,レッドリボン軍,TOSH,6.2,2,第2試合,26200,P0058
2023,単一リーグ,レギュラー,73,2023/7/6,21:00,たちこまーず,きさささ,-29.1,3,第1試合,10900,P0094
2023,単一リーグ,レギュラー,73,2023/7/6,21:00,星の砂 Stardust Collectors,鞘,64.9,1,第1試合,44900,P0278
2023,単一リーグ,レギュラー,73,2023/7/6,21:00,最強位ズ,ねこます,-57.7,4,第1試合,2300,P0155
2023,単一リーグ,レギュラー,73,2023/7/6,21:00,クレイジーダイヤモンド,太郎,21.9,2,第1試合,41900,P0294
2023,単一リーグ,レギュラー,74,2023/7/6,21:00,関西麻雀保安協会,バロン,61.3,1,第1試合,41300,P0161
2023,単一リーグ,レギュラー,74,2023/7/6,21:00,レッドリボン軍,ブリトニー,10.6,2,第1試合,30600,P0169
2023,単一リーグ,レギュラー,74,2023/7/6,21:00,さわやかMJ野郎の会,ソニア@SMY会,-18.3,3,第1試合,21700,P0127
2023,単一リーグ,レギュラー,74,2023/7/6,21:00,SILVER WOLVES,石川和男npm,-53.6,4,第1試合,6400,P0285
2023,単一リーグ,レギュラー,75,2023/7/6,22:00,たちこまーず,かぴ,-22.3,3,第2試合,17700,P0092
2023,単一リーグ,レギュラー,75,2023/7/6,22:00,星の砂 Stardust Collectors,鞘,62,1,第2試合,42000,P0278
2023,単一リーグ,レギュラー,75,2023/7/6,22:00,最強位ズ,まびたん,-48.4,4,第2試合,11600,P0187
2023,単一リーグ,レギュラー,75,2023/7/6,22:00,クレイジーダイヤモンド,クピドの悪戯,8.7,2,第2試合,28700,P0099
2023,単一リーグ,レギュラー,76,2023/7/6,22:00,関西麻雀保安協会,おじょう,-52.4,4,第2試合,7600,P0083
2023,単一リーグ,レギュラー,76,2023/7/6,22:00,レッドリボン軍,まさるさん,65.9,1,第2試合,45900,P0185
2023,単一リーグ,レギュラー,76,2023/7/6,22:00,さわやかMJ野郎の会,海賊王,-22,3,第2試合,18000,P0238
2023,単一リーグ,レギュラー,76,2023/7/6,22:00,SILVER WOLVES,石川和男npm,8.5,2,第2試合,28500,P0285
2023,単一リーグ,レギュラー,77,2023/7/7,21:00,最強位ズ,リョータ,6.6,2,第1試合,26600,P0217
2023,単一リーグ,レギュラー,77,2023/7/7,21:00,TEAMS Rabbit_Yohan,うわぁーん,-50.4,4,第1試合,9600,P0073
2023,単一リーグ,レギュラー,77,2023/7/7,21:00,関西麻雀保安協会,えりんぼパパ,-15.8,3,第1試合,24200,P0077
2023,単一リーグ,レギュラー,77,2023/7/7,21:00,クレイジーダイヤモンド,ぶっこみ,59.6,1,第1試合,39600,P0166
2023,単一リーグ,レギュラー,78,2023/7/7,21:00,SILVER WOLVES,阿賀寿直,6.1,2,第1試合,26100,P0228
2023,単一リーグ,レギュラー,78,2023/7/7,21:00,SSブルーバーズ,エデン,57.7,1,第1試合,37700,P0076
2023,単一リーグ,レギュラー,78,2023/7/7,21:00,レッドリボン軍,マリア-style,-20,3,第1試合,20000,P0189
2023,単一リーグ,レギュラー,78,2023/7/7,21:00,星の砂 Stardust Collectors,PPPするぞ★,-43.8,4,第1試合,16200,P0050
2023,単一リーグ,レギュラー,79,2023/7/7,22:00,最強位ズ,ダイゴ,-15.4,3,第2試合,24600,P0130
2023,単一リーグ,レギュラー,79,2023/7/7,22:00,TEAMS Rabbit_Yohan,(∵),-50.7,4,第2試合,9300,P0003
2023,単一リーグ,レギュラー,79,2023/7/7,22:00,関西麻雀保安協会,かうzじゅき,12,2,第2試合,32000,P0088
2023,単一リーグ,レギュラー,79,2023/7/7,22:00,クレイジーダイヤモンド,ぶっこみ,54.1,1,第2試合,34100,P0166
2023,単一リーグ,レギュラー,80,2023/7/7,22:00,SILVER WOLVES,松崎真也＠協会,-52.4,4,第2試合,7600,P0276
2023,単一リーグ,レギュラー,80,2023/7/7,22:00,SSブルーバーズ,おむ,6.9,2,第2試合,26900,P0086
2023,単一リーグ,レギュラー,80,2023/7/7,22:00,レッドリボン軍,レッドスター,-14.7,3,第2試合,25300,P0220
2023,単一リーグ,レギュラー,80,2023/7/7,22:00,星の砂 Stardust Collectors,ボスゆっくん,60.2,1,第2試合,40200,P0180
2023,単一リーグ,レギュラー,81,2023/7/10,21:00,たちこまーず,おかめなつこ,-12.9,3,第1試合,27100,P0080
2023,単一リーグ,レギュラー,81,2023/7/10,21:00,レッドリボン軍,めいあおいトト,-47.1,4,第1試合,12900,P0197
2023,単一リーグ,レギュラー,81,2023/7/10,21:00,関西麻雀保安協会,ばね。,51,1,第1試合,31000,P0160
2023,単一リーグ,レギュラー,81,2023/7/10,21:00,TEAMS Rabbit_Yohan,ま〜ぢゃん,9,2,第1試合,29000,P0183
2023,単一リーグ,レギュラー,82,2023/7/10,21:00,最強位ズ,ブ茶ラティ,-31.2,3,第1試合,8800,P0171
2023,単一リーグ,レギュラー,82,2023/7/10,21:00,SSブルーバーズ,おむ,-53.8,4,第1試合,6200,P0086
2023,単一リーグ,レギュラー,82,2023/7/10,21:00,SILVER WOLVES,淳之介,-4.1,2,第1試合,15900,P0269
2023,単一リーグ,レギュラー,82,2023/7/10,21:00,クレイジーダイヤモンド,アスラン,89.1,1,第1試合,69100,P0068
2023,単一リーグ,レギュラー,83,2023/7/10,22:00,たちこまーず,よつば@tobi89,60.3,1,第2試合,40300,P0211
2023,単一リーグ,レギュラー,83,2023/7/10,22:00,レッドリボン軍,yanase@RMU,-10.4,3,第2試合,29600,P0063
2023,単一リーグ,レギュラー,83,2023/7/10,22:00,関西麻雀保安協会,富士山,19.1,2,第2試合,39100,P0309
2023,単一リーグ,レギュラー,83,2023/7/10,22:00,TEAMS Rabbit_Yohan,MS,-69,4,第2試合,-9000,P0043
2023,単一リーグ,レギュラー,84,2023/7/10,22:00,最強位ズ,Hiromu,71.7,1,第2試合,51700,P0030
2023,単一リーグ,レギュラー,84,2023/7/10,22:00,SSブルーバーズ,＠みち,-67,4,第2試合,-7000,P0004
2023,単一リーグ,レギュラー,84,2023/7/10,22:00,SILVER WOLVES,石川和男npm,-32.3,3,第2試合,7700,P0285
2023,単一リーグ,レギュラー,84,2023/7/10,22:00,クレイジーダイヤモンド,ジャング,27.6,2,第2試合,47600,P0115
2023,単一リーグ,レギュラー,85,2023/7/11,21:00,たちこまーず,班長,-22.5,3,第1試合,17500,P0308
2023,単一リーグ,レギュラー,85,2023/7/11,21:00,クレイジーダイヤモンド,クピドの悪戯,-50.7,4,第1試合,9300,P0099
2023,単一リーグ,レギュラー,85,2023/7/11,21:00,さわやかMJ野郎の会,黙示録@SMY会,60.6,1,第1試合,40600,P0316
2023,単一リーグ,レギュラー,85,2023/7/11,21:00,SSブルーバーズ,Hara,12.6,2,第1試合,32600,P0029
2023,単一リーグ,レギュラー,86,2023/7/11,21:00,最強位ズ,ねこます,19.6,2,第1試合,39600,P0155
2023,単一リーグ,レギュラー,86,2023/7/11,21:00,関西麻雀保安協会,バロン,-62.6,4,第1試合,-2600,P0161
2023,単一リーグ,レギュラー,86,2023/7/11,21:00,SILVER WOLVES,川端由紀　＠最,-25.2,3,第1試合,14800,P0289
2023,単一リーグ,レギュラー,86,2023/7/11,21:00,レッドリボン軍,マリア-style,68.2,1,第1試合,48200,P0189
2023,単一リーグ,レギュラー,87,2023/7/11,22:00,たちこまーず,シクラメン富男,-46.9,4,第2試合,13100,P0113
2023,単一リーグ,レギュラー,87,2023/7/11,22:00,クレイジーダイヤモンド,クピドの悪戯,2.6,2,第2試合,22600,P0099
2023,単一リーグ,レギュラー,87,2023/7/11,22:00,さわやかMJ野郎の会,黒太郎@SMY会,63.9,1,第2試合,43900,P0260
2023,単一リーグ,レギュラー,87,2023/7/11,22:00,SSブルーバーズ,5296,-19.6,3,第2試合,20400,P0014
2023,単一リーグ,レギュラー,88,2023/7/11,22:00,最強位ズ,ダイゴ,-15.4,3,第2試合,24600,P0130
2023,単一リーグ,レギュラー,88,2023/7/11,22:00,関西麻雀保安協会,ばね。,-47.2,4,第2試合,12800,P0160
2023,単一リーグ,レギュラー,88,2023/7/11,22:00,SILVER WOLVES,上野あいみ,52.5,1,第2試合,32500,P0279
2023,単一リーグ,レギュラー,88,2023/7/11,22:00,レッドリボン軍,小倉唯,10.1,2,第2試合,30100,P0273
2023,単一リーグ,レギュラー,89,2023/7/13,21:00,たちこまーず,たちこま,-55,4,第1試合,5000,P0134
2023,単一リーグ,レギュラー,89,2023/7/13,21:00,SILVER WOLVES,まーくん RMU,-18.4,3,第1試合,21600,P0184
2023,単一リーグ,レギュラー,89,2023/7/13,21:00,クレイジーダイヤモンド,使いの空,58.8,1,第1試合,38800,P0264
2023,単一リーグ,レギュラー,89,2023/7/13,21:00,星の砂 Stardust Collectors,こーきゅんっ,14.6,2,第1試合,34600,P0103
2023,単一リーグ,レギュラー,90,2023/7/13,21:00,最強位ズ,ミズゴロウ♂,-20.9,3,第1試合,19100,P0193
2023,単一リーグ,レギュラー,90,2023/7/13,21:00,レッドリボン軍,ブリトニー,62.1,1,第1試合,42100,P0169
2023,単一リーグ,レギュラー,90,2023/7/13,21:00,さわやかMJ野郎の会,海賊王,4.6,2,第1試合,24600,P0238
2023,単一リーグ,レギュラー,90,2023/7/13,21:00,TEAMS Rabbit_Yohan,零王,-45.8,4,第1試合,14200,P0322
2023,単一リーグ,レギュラー,91,2023/7/13,22:00,たちこまーず,よつば@tobi89,20.1,2,第2試合,40100,P0211
2023,単一リーグ,レギュラー,91,2023/7/13,22:00,SILVER WOLVES,あいだなつ,-64.7,4,第2試合,-4700,P0066
2023,単一リーグ,レギュラー,91,2023/7/13,22:00,クレイジーダイヤモンド,太郎,-16,3,第2試合,24000,P0294
2023,単一リーグ,レギュラー,91,2023/7/13,22:00,星の砂 Stardust Collectors,ボスゆっくん,60.6,1,第2試合,40600,P0180
2023,単一リーグ,レギュラー,92,2023/7/13,22:00,最強位ズ,ブ茶ラティ,-19.9,3,第2試合,20100,P0171
2023,単一リーグ,レギュラー,92,2023/7/13,22:00,レッドリボン軍,TOSH,69.3,1,第2試合,49300,P0058
2023,単一リーグ,レギュラー,92,2023/7/13,22:00,さわやかMJ野郎の会,Blue-K18,8.1,2,第2試合,28100,P0018
2023,単一リーグ,レギュラー,92,2023/7/13,22:00,TEAMS Rabbit_Yohan,ま〜ぢゃん,-57.5,4,第2試合,2500,P0183
2023,単一リーグ,レギュラー,93,2023/7/14,21:00,たちこまーず,たちこま,2.2,2,第1試合,22200,P0134
2023,単一リーグ,レギュラー,93,2023/7/14,21:00,レッドリボン軍,レッド総帥,-48.8,4,第1試合,11200,P0221
2023,単一リーグ,レギュラー,93,2023/7/14,21:00,さわやかMJ野郎の会,ソニア@SMY会,72.8,1,第1試合,52800,P0127
2023,単一リーグ,レギュラー,93,2023/7/14,21:00,星の砂 Stardust Collectors,PPPするぞ★,-26.2,3,第1試合,13800,P0050
2023,単一リーグ,レギュラー,94,2023/7/14,21:00,関西麻雀保安協会,えりんぼパパ,-15.8,3,第1試合,24200,P0077
2023,単一リーグ,レギュラー,94,2023/7/14,21:00,TEAMS Rabbit_Yohan,HAGI,47,1,第1試合,27000,P0028
2023,単一リーグ,レギュラー,94,2023/7/14,21:00,SILVER WOLVES,阿賀寿直,5.5,2,第1試合,25500,P0228
2023,単一リーグ,レギュラー,94,2023/7/14,21:00,クレイジーダイヤモンド,ぶっこみ,-36.7,4,第1試合,23300,P0166
2023,単一リーグ,レギュラー,95,2023/7/14,22:00,たちこまーず,はち,72.7,1,第2試合,52700,P0157
2023,単一リーグ,レギュラー,95,2023/7/14,22:00,レッドリボン軍,yanase@RMU,-59,4,第2試合,1000,P0063
2023,単一リーグ,レギュラー,95,2023/7/14,22:00,さわやかMJ野郎の会,はなびん,5.3,2,第2試合,25300,P0159
2023,単一リーグ,レギュラー,95,2023/7/14,22:00,星の砂 Stardust Collectors,ボスゆっくん,-19,3,第2試合,21000,P0180
2023,単一リーグ,レギュラー,96,2023/7/14,22:00,関西麻雀保安協会,玉緒,0.5,2,第2試合,20500,P0251
2023,単一リーグ,レギュラー,96,2023/7/14,22:00,TEAMS Rabbit_Yohan,HAGI,89.6,1,第2試合,69600,P0028
2023,単一リーグ,レギュラー,96,2023/7/14,22:00,SILVER WOLVES,松崎真也＠協会,-29.8,3,第2試合,10200,P0276
2023,単一リーグ,レギュラー,96,2023/7/14,22:00,クレイジーダイヤモンド,ぶっこみ,-60.3,4,第2試合,-300,P0166
2023,単一リーグ,レギュラー,97,2023/7/17,21:00,関西麻雀保安協会,バロン,-21,3,第1試合,19000,P0161
2023,単一リーグ,レギュラー,97,2023/7/17,21:00,レッドリボン軍,かじ,-54,4,第1試合,6000,P0090
2023,単一リーグ,レギュラー,97,2023/7/17,21:00,TEAMS Rabbit_Yohan,(∵),59.4,1,第1試合,39400,P0003
2023,単一リーグ,レギュラー,97,2023/7/17,21:00,SSブルーバーズ,5296,15.6,2,第1試合,35600,P0014
2023,単一リーグ,レギュラー,98,2023/7/17,21:00,たちこまーず,班長,-61.3,4,第1試合,-1300,P0308
2023,単一リーグ,レギュラー,98,2023/7/17,21:00,星の砂 Stardust Collectors,鞘,-10.3,3,第1試合,29700,P0278
2023,単一リーグ,レギュラー,98,2023/7/17,21:00,さわやかMJ野郎の会,黙示録@SMY会,13.2,2,第1試合,33200,P0316
2023,単一リーグ,レギュラー,98,2023/7/17,21:00,SILVER WOLVES,松崎真也＠協会,58.4,1,第1試合,38400,P0276
2023,単一リーグ,レギュラー,99,2023/7/17,22:00,関西麻雀保安協会,神楽琴音,66.9,1,第2試合,46900,P0281
2023,単一リーグ,レギュラー,99,2023/7/17,22:00,レッドリボン軍,TOSH,-24.3,3,第2試合,15700,P0058
2023,単一リーグ,レギュラー,99,2023/7/17,22:00,TEAMS Rabbit_Yohan,w11ヨハン,-46.3,4,第2試合,13700,P0062
2023,単一リーグ,レギュラー,99,2023/7/17,22:00,SSブルーバーズ,ハナノア,3.7,2,第2試合,23700,P0158
2023,単一リーグ,レギュラー,100,2023/7/17,22:00,たちこまーず,はち,7.7,2,第2試合,27700,P0157
2023,単一リーグ,レギュラー,100,2023/7/17,22:00,星の砂 Stardust Collectors,PPPするぞ★,-17.4,3,第2試合,22600,P0050
2023,単一リーグ,レギュラー,100,2023/7/17,22:00,さわやかMJ野郎の会,小麦さん,59,1,第2試合,39000,P0274
2023,単一リーグ,レギュラー,100,2023/7/17,22:00,SILVER WOLVES,阿賀寿直,-49.3,4,第2試合,10700,P0228
2023,単一リーグ,レギュラー,101,2023/7/18,21:00,たちこまーず,シクラメン富男,64.9,1,第1試合,44900,P0113
2023,単一リーグ,レギュラー,101,2023/7/18,21:00,関西麻雀保安協会,かうzじゅき,-22.8,3,第1試合,17200,P0088
2023,単一リーグ,レギュラー,101,2023/7/18,21:00,最強位ズ,Hiromu,-48.2,4,第1試合,11800,P0030
2023,単一リーグ,レギュラー,101,2023/7/18,21:00,さわやかMJ野郎の会,ソニア@SMY会,6.1,2,第1試合,26100,P0127
2023,単一リーグ,レギュラー,102,2023/7/18,21:00,TEAMS Rabbit_Yohan,MS,59.5,1,第1試合,39500,P0043
2023,単一リーグ,レギュラー,102,2023/7/18,21:00,レッドリボン軍,めいあおいトト,-57.4,4,第1試合,2600,P0197
2023,単一リーグ,レギュラー,102,2023/7/18,21:00,SILVER WOLVES,石川和男npm,-16.6,3,第1試合,23400,P0285
2023,単一リーグ,レギュラー,102,2023/7/18,21:00,星の砂 Stardust Collectors,☆けーすけ☆,14.5,2,第1試合,34500,P0008
2023,単一リーグ,レギュラー,103,2023/7/18,22:00,たちこまーず,かぴ,-51.2,4,第2試合,8800,P0092
2023,単一リーグ,レギュラー,103,2023/7/18,22:00,関西麻雀保安協会,神楽琴音,-23.7,3,第2試合,16300,P0281
2023,単一リーグ,レギュラー,103,2023/7/18,22:00,最強位ズ,リョータ,58.9,1,第2試合,38900,P0217
2023,単一リーグ,レギュラー,103,2023/7/18,22:00,さわやかMJ野郎の会,海賊王,16,2,第2試合,36000,P0238
2023,単一リーグ,レギュラー,104,2023/7/18,22:00,TEAMS Rabbit_Yohan,MS,72.4,1,第2試合,52400,P0043
2023,単一リーグ,レギュラー,104,2023/7/18,22:00,レッドリボン軍,小倉唯,17.8,2,第2試合,37800,P0273
2023,単一リーグ,レギュラー,104,2023/7/18,22:00,SILVER WOLVES,松崎真也＠協会,-17.8,3,第2試合,22200,P0276
2023,単一リーグ,レギュラー,104,2023/7/18,22:00,星の砂 Stardust Collectors,全速ゆーへい,-72.4,4,第2試合,-12400,P0291
2023,単一リーグ,レギュラー,105,2023/7/20,21:00,最強位ズ,ミズゴロウ♂,-26.1,3,第1試合,13900,P0193
2023,単一リーグ,レギュラー,105,2023/7/20,21:00,SSブルーバーズ,エデン,62.8,1,第1試合,42800,P0076
2023,単一リーグ,レギュラー,105,2023/7/20,21:00,関西麻雀保安協会,バロン,18.9,2,第1試合,38900,P0161
2023,単一リーグ,レギュラー,105,2023/7/20,21:00,TEAMS Rabbit_Yohan,零王,-55.6,4,第1試合,4400,P0322
2023,単一リーグ,レギュラー,106,2023/7/20,21:00,さわやかMJ野郎の会,はなびん,-42,4,第1試合,18000,P0159
2023,単一リーグ,レギュラー,106,2023/7/20,21:00,星の砂 Stardust Collectors,こーきゅんっ,53.5,1,第1試合,33500,P0103
2023,単一リーグ,レギュラー,106,2023/7/20,21:00,SILVER WOLVES,まーくん RMU,7.1,2,第1試合,27100,P0184
2023,単一リーグ,レギュラー,106,2023/7/20,21:00,クレイジーダイヤモンド,ジャング,-18.6,3,第1試合,21400,P0115
2023,単一リーグ,レギュラー,107,2023/7/20,22:00,最強位ズ,リョータ,58,1,第2試合,38000,P0217
2023,単一リーグ,レギュラー,107,2023/7/20,22:00,SSブルーバーズ,三坂宏太朗@最,-46.8,4,第2試合,13200,P0263
2023,単一リーグ,レギュラー,107,2023/7/20,22:00,関西麻雀保安協会,ばね。,-19,3,第2試合,21000,P0160
2023,単一リーグ,レギュラー,107,2023/7/20,22:00,TEAMS Rabbit_Yohan,とらちゃん,7.8,2,第2試合,27800,P0147
2023,単一リーグ,レギュラー,108,2023/7/20,22:00,さわやかMJ野郎の会,黒太郎@SMY会,-49.2,4,第2試合,10800,P0260
2023,単一リーグ,レギュラー,108,2023/7/20,22:00,星の砂 Stardust Collectors,鞘,-23.5,3,第2試合,16500,P0278
2023,単一リーグ,レギュラー,108,2023/7/20,22:00,SILVER WOLVES,松崎真也＠協会,8.5,2,第2試合,28500,P0276
2023,単一リーグ,レギュラー,108,2023/7/20,22:00,クレイジーダイヤモンド,クピドの悪戯,64.2,1,第2試合,44200,P0099
2023,単一リーグ,レギュラー,109,2023/7/21,21:00,たちこまーず,きさささ,63.3,1,第1試合,43300,P0094
2023,単一リーグ,レギュラー,109,2023/7/21,21:00,クレイジーダイヤモンド,大明槓嶺上開花,-21.5,3,第1試合,18500,P0297
2023,単一リーグ,レギュラー,109,2023/7/21,21:00,最強位ズ,まびたん,2.8,2,第1試合,22800,P0187
2023,単一リーグ,レギュラー,109,2023/7/21,21:00,関西麻雀保安協会,えりんぼパパ,-44.6,4,第1試合,15400,P0077
2023,単一リーグ,レギュラー,110,2023/7/21,21:00,さわやかMJ野郎の会,つよ@SMY会,7.4,2,第1試合,27400,P0139
2023,単一リーグ,レギュラー,110,2023/7/21,21:00,SSブルーバーズ,Hara,-44.7,4,第1試合,15300,P0029
2023,単一リーグ,レギュラー,110,2023/7/21,21:00,TEAMS Rabbit_Yohan,ま〜ぢゃん,54.9,1,第1試合,34900,P0183
2023,単一リーグ,レギュラー,110,2023/7/21,21:00,星の砂 Stardust Collectors,PPPするぞ★,-17.6,3,第1試合,22400,P0050
2023,単一リーグ,レギュラー,111,2023/7/21,22:00,たちこまーず,おかめなつこ,-41.6,4,第2試合,18400,P0080
2023,単一リーグ,レギュラー,111,2023/7/21,22:00,クレイジーダイヤモンド,大明槓嶺上開花,-18.5,3,第2試合,21500,P0297
2023,単一リーグ,レギュラー,111,2023/7/21,22:00,最強位ズ,ダイゴ,2.9,2,第2試合,22900,P0130
2023,単一リーグ,レギュラー,111,2023/7/21,22:00,関西麻雀保安協会,石川安牌,57.2,1,第2試合,37200,P0284
2023,単一リーグ,レギュラー,112,2023/7/21,22:00,さわやかMJ野郎の会,ソニア@SMY会,14.6,2,第2試合,34600,P0127
2023,単一リーグ,レギュラー,112,2023/7/21,22:00,SSブルーバーズ,三坂宏太朗@最,-59,4,第2試合,1000,P0263
2023,単一リーグ,レギュラー,112,2023/7/21,22:00,TEAMS Rabbit_Yohan,HAGI,-23.1,3,第2試合,16900,P0028
2023,単一リーグ,レギュラー,112,2023/7/21,22:00,星の砂 Stardust Collectors,☆けーすけ☆,67.5,1,第2試合,47500,P0008
2023,単一リーグ,レギュラー,113,2023/7/24,21:00,たちこまーず,としや,60.7,1,第1試合,40700,P0142
2023,単一リーグ,レギュラー,113,2023/7/24,21:00,レッドリボン軍,ブリトニー,-48.7,4,第1試合,11300,P0169
2023,単一リーグ,レギュラー,113,2023/7/24,21:00,最強位ズ,Hiromu,-18.3,3,第1試合,21700,P0030
2023,単一リーグ,レギュラー,113,2023/7/24,21:00,SSブルーバーズ,三坂宏太朗@最,6.3,2,第1試合,26300,P0263
2023,単一リーグ,レギュラー,114,2023/7/24,21:00,関西麻雀保安協会,ばね。,-49,4,第1試合,11000,P0160
2023,単一リーグ,レギュラー,114,2023/7/24,21:00,TEAMS Rabbit_Yohan,(∵),-17.6,3,第1試合,22400,P0003
2023,単一リーグ,レギュラー,114,2023/7/24,21:00,さわやかMJ野郎の会,黙示録@SMY会,4.6,2,第1試合,24600,P0316
2023,単一リーグ,レギュラー,114,2023/7/24,21:00,星の砂 Stardust Collectors,☆けーすけ☆,62,1,第1試合,42000,P0008
2023,単一リーグ,レギュラー,115,2023/7/24,22:00,たちこまーず,かぴ,-46.1,4,第2試合,13900,P0092
2023,単一リーグ,レギュラー,115,2023/7/24,22:00,レッドリボン軍,マリア-style,52.7,1,第2試合,32700,P0189
2023,単一リーグ,レギュラー,115,2023/7/24,22:00,最強位ズ,ミズゴロウ♂,10.2,2,第2試合,30200,P0193
2023,単一リーグ,レギュラー,115,2023/7/24,22:00,SSブルーバーズ,エデン,-16.8,3,第2試合,23200,P0076
2023,単一リーグ,レギュラー,116,2023/7/24,22:00,関西麻雀保安協会,富士山,-44.8,4,第2試合,15200,P0309
2023,単一リーグ,レギュラー,116,2023/7/24,22:00,TEAMS Rabbit_Yohan,とらちゃん,10.8,2,第2試合,30800,P0147
2023,単一リーグ,レギュラー,116,2023/7/24,22:00,さわやかMJ野郎の会,小麦さん,-19.5,3,第2試合,20500,P0274
2023,単一リーグ,レギュラー,116,2023/7/24,22:00,星の砂 Stardust Collectors,店長倍損の上司,53.5,1,第2試合,33500,P0302
2023,単一リーグ,レギュラー,117,2023/7/25,21:00,たちこまーず,たちこま,56.3,1,第1試合,36300,P0134
2023,単一リーグ,レギュラー,117,2023/7/25,21:00,SSブルーバーズ,おむ,-20.4,3,第1試合,19600,P0086
2023,単一リーグ,レギュラー,117,2023/7/25,21:00,TEAMS Rabbit_Yohan,MS,-47.9,4,第1試合,12100,P0043
2023,単一リーグ,レギュラー,117,2023/7/25,21:00,クレイジーダイヤモンド,使いの空,12,2,第1試合,32000,P0264
2023,単一リーグ,レギュラー,118,2023/7/25,21:00,最強位ズ,ダイゴ,-52.7,4,第1試合,7300,P0130
2023,単一リーグ,レギュラー,118,2023/7/25,21:00,星の砂 Stardust Collectors,久田賢太（最）,2.2,2,第1試合,22200,P0243
2023,単一リーグ,レギュラー,118,2023/7/25,21:00,さわやかMJ野郎の会,ソニア@SMY会,72.9,1,第1試合,52900,P0127
2023,単一リーグ,レギュラー,118,2023/7/25,21:00,レッドリボン軍,yanase@RMU,-22.4,3,第1試合,17600,P0063
2023,単一リーグ,レギュラー,119,2023/7/25,22:00,たちこまーず,シクラメン富男,-15.9,3,第2試合,24100,P0113
