年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2026,Bリーグ,レギュラー, 148 ,2026-06-15,21:42,Team MJ lovers,喜多剛士@μ, 58.5 ,1.0着,第一試合,38500,P0241
2026,Bリーグ,レギュラー, 148 ,2026-06-15,21:42,教室生☆KSC,元教室生タク, 10.5 ,2.0着,,30500,P0255
2026,Bリーグ,レギュラー, 148 ,2026-06-15,21:42,La vie en Rose,★神威★,▲19.5,3.0着,,20500,P0007
2026,Bリーグ,レギュラー, 148 ,2026-06-15,21:42,Vertice,みーやん19,▲49.5,4.0着,,10500,P0192
2026,Bリーグ,レギュラー, 149 ,2026-06-15,21:47,TEAM AJITO,KGRS, 64.5 ,1.0着,第一試合,44500,P0037
2026,Bリーグ,レギュラー, 149 ,2026-06-15,21:47,他力本願寺,灰鶴, 18.6 ,2.0着,,38600,P0239
2026,Bリーグ,レギュラー, 149 ,2026-06-15,21:47,おたまーず,エイデン二号機,▲20.9,3.0着,,19100,P0075
2026,Bリーグ,レギュラー, 149 ,2026-06-15,21:47,Brave Revengers,だーはら,▲62.2,4.0着,,-2200,P0129
2026,Bリーグ,レギュラー, 150 ,2026-06-15,21:53,さわやかMJ野郎の会,パイ乙戦士全ツ, 66.1 ,1.0着,第一試合,46100,P0156
2026,Bリーグ,レギュラー, 150 ,2026-06-15,21:53,チートイズ,dia, 7.4 ,2.0着,,27400,P0023
2026,Bリーグ,レギュラー, 150 ,2026-06-15,21:53,楽しめばイイ雀,Kou,▲15.7,3.0着,,24300,P0038
2026,Bリーグ,レギュラー, 150 ,2026-06-15,21:53,IRU,aoking,▲57.8,4.0着,,2200,P0017
2026,Bリーグ,レギュラー, 151 ,2026-06-15,22:29,おたまーず,樹央, 77.9 ,1.0着,第二試合,57900,P0268
2026,Bリーグ,レギュラー, 151 ,2026-06-15,22:29,Brave Revengers,仇森龍, 31.6 ,2.0着,,51600,P0245
2026,Bリーグ,レギュラー, 151 ,2026-06-15,22:29,TEAM AJITO,支援紳士,▲28.5,3.0着,,11500,P0265
2026,Bリーグ,レギュラー, 151 ,2026-06-15,22:29,他力本願寺,桐生れいか,▲81.0,4.0着,,-21000,P0252
2026,Aリーグ,レギュラー, 152 ,2026-06-15,22:31,電光石火,k-k, 59.7 ,1.0着,第二試合,39700,P0034
2026,Aリーグ,レギュラー, 152 ,2026-06-15,22:31,レッドリボン軍,小倉唯, 10.2 ,2.0着,,30200,P0273
2026,Aリーグ,レギュラー, 152 ,2026-06-15,22:31,MJ東京,Mychemi,▲23.5,3.0着,,16500,P0044
2026,Aリーグ,レギュラー, 152 ,2026-06-15,22:31,HIVE,せいたろう,▲46.4,4.0着,,13600,P0122
2026,Bリーグ,レギュラー, 153 ,2026-06-15,22:31,さわやかMJ野郎の会,ソニア@SMY会, 65.5 ,1.0着,第二試合,45500,P0127
2026,Bリーグ,レギュラー, 153 ,2026-06-15,22:31,IRU,猪突猛進男, 4.7 ,2.0着,,24700,P0299
2026,Bリーグ,レギュラー, 153 ,2026-06-15,22:31,チートイズ,おさやスイープ,▲20.1,3.0着,,19900,P0081
2026,Bリーグ,レギュラー, 153 ,2026-06-15,22:31,楽しめばイイ雀,nana.jo,▲50.1,4.0着,,9900,P0045
2026,Aリーグ,レギュラー, 154 ,2026-06-15,22:31,ＺＯＯ,サンタマルコ, 87.0 ,1.0着,第二試合,67000,P0110
2026,Aリーグ,レギュラー, 154 ,2026-06-15,22:31,SILVER WOLVES,まーくん RMU, 7.7 ,2.0着,,27700,P0184
2026,Aリーグ,レギュラー, 154 ,2026-06-15,22:31,SSブルーバーズ,ハナノア,▲30.7,3.0着,,9300,P0158
2026,Aリーグ,レギュラー, 154 ,2026-06-15,22:31,武装,アベキング,▲64.0,4.0着,,-4000,P0070
2026,Bリーグ,レギュラー, 155 ,2026-06-15,22:41,La vie en Rose,ポルタ, 59.6 ,1.0着,第二試合,39600,P0182
2026,Bリーグ,レギュラー, 155 ,2026-06-15,22:41,Team MJ lovers,小林宏康, 8.4 ,2.0着,,28400,P0275
2026,Bリーグ,レギュラー, 155 ,2026-06-15,22:41,教室生☆KSC,☆魔雀T塾生☆,▲21.7,3.0着,,18300,P0010
2026,Bリーグ,レギュラー, 155 ,2026-06-15,22:41,Vertice,しょう&るな,▲46.3,4.0着,,13700,P0117
2026,Aリーグ,レギュラー, 156 ,2026-06-15,22:43,enjoyすればイイ雀！,ブロッケンG, 58.8 ,1.0着,第二試合,38800,P0170
2026,Aリーグ,レギュラー, 156 ,2026-06-15,22:43,最強位ズ,まびたん, 2.7 ,2.0着,,22700,P0187
2026,Aリーグ,レギュラー, 156 ,2026-06-15,22:43,MJAC愛好会,亜空間コツボー,▲17.9,3.0着,,22100,P0227
2026,Aリーグ,レギュラー, 156 ,2026-06-15,22:43,たちこまーず,はち,▲43.6,4.0着,,16400,P0157
2026,Bリーグ,レギュラー, 157 ,2026-06-16,21:30,教室生☆KSC,元教室生タク, 56.1 ,1.0着,第一試合,36100,P0255
2026,Bリーグ,レギュラー, 157 ,2026-06-16,21:30,おたまーず,おたま♪, 5.3 ,2.0着,,25300,P0084
2026,Bリーグ,レギュラー, 157 ,2026-06-16,21:30,IRU,？？？？？,▲20.4,3.0着,,19600,P0001
2026,Bリーグ,レギュラー, 157 ,2026-06-16,21:30,La vie en Rose,匕首◆,▲41.0,4.0着,,19000,P0325
2026,Aリーグ,レギュラー, 158 ,2026-06-16,21:33,最強位ズ,Hiromu, 72.5 ,1.0着,第一試合,52500,P0030
2026,Aリーグ,レギュラー, 158 ,2026-06-16,21:33,レッドリボン軍,とと, 9.1 ,2.0着,,29100,P0144
2026,Aリーグ,レギュラー, 158 ,2026-06-16,21:33,enjoyすればイイ雀！,Blush,▲21.8,3.0着,,18200,P0019
2026,Aリーグ,レギュラー, 158 ,2026-06-16,21:33,武装,とむとむ,▲59.8,4.0着,,200,P0146
2026,Bリーグ,レギュラー, 159 ,2026-06-16,21:34,チートイズ,あすてる, 75.8 ,1.0着,第一試合,55800,P0067
2026,Bリーグ,レギュラー, 159 ,2026-06-16,21:34,Team MJ lovers,溝渕智也, 20.5 ,2.0着,,40500,P0259
2026,Bリーグ,レギュラー, 159 ,2026-06-16,21:34,楽しめばイイ雀,小四喜大好き,▲36.3,3.0着,,3700,P0272
2026,Bリーグ,レギュラー, 159 ,2026-06-16,21:34,TEAM AJITO,支援紳士,▲60.0,4.0着,,0,P0265
2026,Bリーグ,レギュラー, 160 ,2026-06-16,21:38,Brave Revengers,nesre, 52.8 ,1.0着,第一試合,32800,P0047
2026,Bリーグ,レギュラー, 160 ,2026-06-16,21:38,他力本願寺,灰鶴, 6.5 ,2.0着,,26500,P0239
2026,Bリーグ,レギュラー, 160 ,2026-06-16,21:38,さわやかMJ野郎の会,黒太郎@SMY会,▲16.1,3.0着,,23900,P0260
2026,Bリーグ,レギュラー, 160 ,2026-06-16,21:38,Vertice,moka,▲43.2,4.0着,,16800,P0042
2026,Aリーグ,レギュラー, 161 ,2026-06-16,21:40,MJAC愛好会,ロンリーボーイ, 57.0 ,1.0着,第一試合,37000,P0224
2026,Aリーグ,レギュラー, 161 ,2026-06-16,21:40,ＺＯＯ,サンタマルコ, 3.0 ,2.0着,,23000,P0110
2026,Aリーグ,レギュラー, 161 ,2026-06-16,21:40,SSブルーバーズ,おむ,▲19.5,3.0着,,20500,P0086
2026,Aリーグ,レギュラー, 161 ,2026-06-16,21:40,MJ東京,キラ、,▲40.5,4.0着,,19500,P0096
2026,Aリーグ,レギュラー, 162 ,2026-06-16,21:48,HIVE,郷 ひろし, 55.4 ,1.0着,第一試合,35400,P0250
2026,Aリーグ,レギュラー, 162 ,2026-06-16,21:48,SILVER WOLVES,松崎真也, 15.3 ,2.0着,,35300,P0276
2026,Aリーグ,レギュラー, 162 ,2026-06-16,21:48,電光石火,魔王,▲14.5,3.0着,,25500,P0312
2026,Aリーグ,レギュラー, 162 ,2026-06-16,21:48,たちこまーず,ミズゴロウ♂,▲56.2,4.0着,,3800,P0193
2026,Aリーグ,レギュラー, 163 ,2026-06-16,22:30,SILVER WOLVES,田口淳之介, 58.1 ,1.0着,第二試合,38100,P0269
2026,Aリーグ,レギュラー, 163 ,2026-06-16,22:30,HIVE,最後のZ戦士達, 12.9 ,2.0着,,32900,P0261
2026,Aリーグ,レギュラー, 163 ,2026-06-16,22:30,電光石火,どっち？弾平,▲19.5,3.0着,,20500,P0143
2026,Aリーグ,レギュラー, 163 ,2026-06-16,22:30,たちこまーず,シクラメン富男,▲51.5,4.0着,,8500,P0113
2026,Bリーグ,レギュラー, 164 ,2026-06-16,22:34,Team MJ lovers,溝渕智也, 62.7 ,1.0着,第二試合,42700,P0259
2026,Bリーグ,レギュラー, 164 ,2026-06-16,22:34,楽しめばイイ雀,七対子大好き, 5.2 ,2.0着,,25200,P0267
2026,Bリーグ,レギュラー, 164 ,2026-06-16,22:34,TEAM AJITO,chemi,▲16.9,3.0着,,23100,P0022
2026,Bリーグ,レギュラー, 164 ,2026-06-16,22:34,チートイズ,しげぞー,▲51.0,4.0着,,9000,P0114
2026,Aリーグ,レギュラー, 165 ,2026-06-16,22:34,ＺＯＯ,Bu Ki Chi, 85.4 ,1.0着,第二試合,65400,P0020
2026,Aリーグ,レギュラー, 165 ,2026-06-16,22:34,SSブルーバーズ,Hara, 1.7 ,2.0着,,21700,P0029
2026,Aリーグ,レギュラー, 165 ,2026-06-16,22:34,MJAC愛好会,おかぴー,▲28.7,3.0着,,11300,P0079
2026,Aリーグ,レギュラー, 165 ,2026-06-16,22:34,MJ東京,えんがわ,▲58.4,4.0着,,1600,P0078
2026,Aリーグ,レギュラー, 166 ,2026-06-16,22:39,enjoyすればイイ雀！,べびたん, 60.1 ,1.0着,第二試合,40100,P0173
2026,Aリーグ,レギュラー, 166 ,2026-06-16,22:39,武装,しんじゃうツモ, 11.6 ,2.0着,,31600,P0119
2026,Aリーグ,レギュラー, 166 ,2026-06-16,22:39,最強位ズ,ダイゴ＠LA,▲23.2,3.0着,,16800,P0130
2026,Aリーグ,レギュラー, 166 ,2026-06-16,22:39,レッドリボン軍,レッド総帥,▲48.5,4.0着,,11500,P0221
2026,Bリーグ,レギュラー, 167 ,2026-06-16,22:41,教室生☆KSC,元教室生タク, 74.3 ,1.0着,第一試合,54300,P0255
2026,Bリーグ,レギュラー, 167 ,2026-06-16,22:41,IRU,shige, 26.2 ,2.0着,,46200,P0056
2026,Bリーグ,レギュラー, 167 ,2026-06-16,22:41,おたまーず,おたま♪,▲40.1,3.0着,,-100,P0084
2026,Bリーグ,レギュラー, 167 ,2026-06-16,22:41,La vie en Rose,なほみん,▲60.4,3.0着,,-20400,P0153
2026,Bリーグ,レギュラー, 168 ,2026-06-16,22:43,他力本願寺,とり, 73.0 ,1.0着,第二試合,53000,P0148
2026,Bリーグ,レギュラー, 168 ,2026-06-16,22:43,Brave Revengers,ペン, 28.8 ,2.0着,,48800,P0175
2026,Bリーグ,レギュラー, 168 ,2026-06-16,22:43,Vertice,しょう&るな,▲36.6,3.0着,,3400,P0117
2026,Bリーグ,レギュラー, 168 ,2026-06-16,22:43,さわやかMJ野郎の会,だてまきたまご,▲65.2,4.0着,,-5200,P0135
2026,Bリーグ,レギュラー, 169 ,2026-06-18,21:22,おたまーず,鰤トニー, 67.6 ,1.0着,第一試合,47600,P0326
2026,Bリーグ,レギュラー, 169 ,2026-06-18,21:22,Brave Revengers,サブ垢先輩, 10.9 ,2.0着,,30900,P0109
2026,Bリーグ,レギュラー, 169 ,2026-06-18,21:22,チートイズ,公務員麻雀M,▲20.4,3.0着,,19600,P0258
2026,Bリーグ,レギュラー, 169 ,2026-06-18,21:22,TEAM AJITO,ヤス,▲58.1,4.0着,,1900,P0199
2026,Aリーグ,レギュラー, 170 ,2026-06-18,21:37,最強位ズ,リョータ, 70.9 ,1.0着,第一試合,50900,P0217
2026,Aリーグ,レギュラー, 170 ,2026-06-18,21:37,SILVER WOLVES,橋本るり子, 6.5 ,2.0着,,26500,P0249
2026,Aリーグ,レギュラー, 170 ,2026-06-18,21:37,ＺＯＯ,すー,▲21.0,3.0着,,19000,P0121
2026,Aリーグ,レギュラー, 170 ,2026-06-18,21:37,enjoyすればイイ雀！,かに,▲56.4,4.0着,,3600,P0091
2026,Bリーグ,レギュラー, 171 ,2026-06-18,21:39,教室生☆KSC,Anmi, 77.8 ,1.0着,第一試合,57800,P0016
2026,Bリーグ,レギュラー, 171 ,2026-06-18,21:39,La vie en Rose,まんまる, 10.0 ,2.0着,,30000,P0190
2026,Bリーグ,レギュラー, 171 ,2026-06-18,21:39,さわやかMJ野郎の会,黙示録@SMY会,▲28.1,3.0着,,11900,P0316
2026,Bリーグ,レギュラー, 171 ,2026-06-18,21:39,楽しめばイイ雀,わたちゃん,▲59.7,4.0着,,300,P0226
2026,Bリーグ,レギュラー, 172 ,2026-06-18,21:40,Team MJ lovers,喜多剛士@μ, 54.2 ,1.0着,第一試合,34200,P0241
2026,Bリーグ,レギュラー, 172 ,2026-06-18,21:40,他力本願寺,YOU太郎, 7.6 ,2.0着,,27600,P0064
2026,Bリーグ,レギュラー, 172 ,2026-06-18,21:40,IRU,aoking,▲18.4,3.0着,,21600,P0017
2026,Bリーグ,レギュラー, 172 ,2026-06-18,21:40,Vertice,moka,▲43.4,4.0着,,16600,P0042
2026,Aリーグ,レギュラー, 173 ,2026-06-18,21:42,MJ東京,葛餅, 63.6 ,1.0着,第一試合,43600,P0240
2026,Aリーグ,レギュラー, 173 ,2026-06-18,21:42,SSブルーバーズ,サヴェ松田, 12.5 ,2.0着,,32500,P0107
2026,Aリーグ,レギュラー, 173 ,2026-06-18,21:42,レッドリボン軍,梁瀬健太郎,▲19.6,3.0着,,20400,P0063
2026,Aリーグ,レギュラー, 173 ,2026-06-18,21:42,HIVE,郷 ひろし,▲56.5,4.0着,,3500,P0250
2026,Aリーグ,レギュラー, 174 ,2026-06-18,21:48,武装,赤哲, 51.0 ,1.0着,第一試合,31000,P0288
2026,Aリーグ,レギュラー, 174 ,2026-06-18,21:48,MJAC愛好会,湾奥アングラー, 8.7 ,2.0着,,28700,P0323
2026,Aリーグ,レギュラー, 174 ,2026-06-18,21:48,電光石火,ひろとだポン,▲13.0,3.0着,,27000,P0163
2026,Aリーグ,レギュラー, 174 ,2026-06-18,21:48,たちこまーず,JILL,▲46.7,4.0着,,13300,P0033
2026,Aリーグ,レギュラー, 175 ,2026-06-18,22:33,enjoyすればイイ雀！,銀河, 63.2 ,1.0着,第二試合,43200,P0253
2026,Aリーグ,レギュラー, 175 ,2026-06-18,22:33,最強位ズ,ブ茶ラティ, 8.0 ,2.0着,,28000,P0171
2026,Aリーグ,レギュラー, 175 ,2026-06-18,22:33,SILVER WOLVES,上野あいみ,▲12.6,3.0着,,27400,P0279
2026,Aリーグ,レギュラー, 175 ,2026-06-18,22:33,ＺＯＯ,ご飯にバター,▲58.6,4.0着,,1400,P0106
2026,Bリーグ,レギュラー, 176 ,2026-06-18,22:34,Brave Revengers,仇森龍, 66.3 ,1.0着,第二試合,46300,P0245
2026,Bリーグ,レギュラー, 176 ,2026-06-18,22:34,TEAM AJITO,TOM, 5.6 ,2.0着,,25600,P0057
2026,Bリーグ,レギュラー, 176 ,2026-06-18,22:34,チートイズ,じんぱぱ,▲19.6,3.0着,,20400,P0120
2026,Bリーグ,レギュラー, 176 ,2026-06-18,22:34,おたまーず,羽田暁音,▲52.3,4.0着,,7700,P0232
2026,Bリーグ,レギュラー, 177 ,2026-06-18,22:37,La vie en Rose,ふとふと, 63.5 ,1.0着,第二試合,43500,P0167
2026,Bリーグ,レギュラー, 177 ,2026-06-18,22:37,教室生☆KSC,Anmi, 23.2 ,2.0着,,43200,P0016
2026,Bリーグ,レギュラー, 177 ,2026-06-18,22:37,楽しめばイイ雀,ゆうやなのだ,▲14.9,3.0着,,25100,P0205
2026,Bリーグ,レギュラー, 177 ,2026-06-18,22:37,さわやかMJ野郎の会,黒太郎@SMY会,▲71.8,4.0着,,-11800,P0260
2026,Aリーグ,レギュラー, 178 ,2026-06-18,22:37,電光石火,けっけ, 63.0 ,1.0着,第二試合,43000,P0102
2026,Aリーグ,レギュラー, 178 ,2026-06-18,22:37,たちこまーず,はち, 7.6 ,2.0着,,27600,P0157
2026,Aリーグ,レギュラー, 178 ,2026-06-18,22:37,武装,フィクション,▲15.1,3.0着,,24900,P0165
2026,Aリーグ,レギュラー, 178 ,2026-06-18,22:37,MJAC愛好会,打撃系ヤルカツ,▲55.5,4.0着,,4500,P0295
2026,Aリーグ,レギュラー, 179 ,2026-06-18,22:39,SSブルーバーズ,鈴木正道, 68.3 ,1.0着,第二試合,48300,P0004
2026,Aリーグ,レギュラー, 179 ,2026-06-18,22:39,HIVE,せいたろう, 26.5 ,2.0着,,46500,P0122
2026,Aリーグ,レギュラー, 179 ,2026-06-18,22:39,MJ東京,葛餅,▲32.7,3.0着,,7300,P0240
2026,Aリーグ,レギュラー, 179 ,2026-06-18,22:39,レッドリボン軍,ベヘリット,▲62.1,4.0着,,-2100,P0174
2026,Bリーグ,レギュラー, 180 ,2026-06-18,22:51,他力本願寺,まんまるきや, 72.7 ,1.0着,第二試合,52700,P0191
2026,Bリーグ,レギュラー, 180 ,2026-06-18,22:51,IRU,蒼, 2.4 ,2.0着,,22400,P0293
2026,Bリーグ,レギュラー, 180 ,2026-06-18,22:51,Vertice,みーやん19,▲24.3,3.0着,,15700,P0192
2026,Bリーグ,レギュラー, 180 ,2026-06-18,22:51,Team MJ lovers,ゆっしー@,▲50.8,4.0着,,9200,P0207
2026,Bリーグ,レギュラー, 181 ,2026-06-19,21:31,Brave Revengers,りきまーる, 54.0 ,1.0着,第一試合,34000,P0214
2026,Bリーグ,レギュラー, 181 ,2026-06-19,21:31,さわやかMJ野郎の会,Blue-K18, 6.8 ,2.0着,,26800,P0018
2026,Bリーグ,レギュラー, 181 ,2026-06-19,21:31,Vertice,ゆうー,▲13.3,3.0着,,26700,P0203
2026,Bリーグ,レギュラー, 181 ,2026-06-19,21:31,La vie en Rose,まんまる,▲47.5,4.0着,,12500,P0190
2026,Aリーグ,レギュラー, 182 ,2026-06-19,21:33,ＺＯＯ,サンタマルコ, 62.5 ,1.0着,第一試合,42500,P0110
2026,Aリーグ,レギュラー, 182 ,2026-06-19,21:33,電光石火,ひろとだポン, 1.0 ,2.0着,,21000,P0163
2026,Aリーグ,レギュラー, 182 ,2026-06-19,21:33,レッドリボン軍,とと,▲20.1,3.0着,,19900,P0144
2026,Aリーグ,レギュラー, 182 ,2026-06-19,21:33,MJAC愛好会,ロッキンポ,▲43.4,4.0着,,16600,P0223
2026,Bリーグ,レギュラー, 183 ,2026-06-19,21:33,チートイズ,しげぞー, 64.9 ,1.0着,第一試合,44900,P0114
2026,Bリーグ,レギュラー, 183 ,2026-06-19,21:33,IRU,shige, 5.6 ,2.0着,,25600,P0056
2026,Bリーグ,レギュラー, 183 ,2026-06-19,21:33,TEAM AJITO,神田大行,▲22.1,3.0着,,17900,P0282
2026,Bリーグ,レギュラー, 183 ,2026-06-19,21:33,教室生☆KSC,w-baby,▲48.4,4.0着,,11600,P0060
2026,Bリーグ,レギュラー, 184 ,2026-06-19,21:40,他力本願寺,YOU太郎, 61.1 ,1.0着,第一試合,41100,P0064
2026,Bリーグ,レギュラー, 184 ,2026-06-19,21:40,Team MJ lovers,小林宏康, 11.9 ,2.0着,,31900,P0275
2026,Bリーグ,レギュラー, 184 ,2026-06-19,21:40,楽しめばイイ雀,七対子大好き,▲11.4,3.0着,,28600,P0267
2026,Bリーグ,レギュラー, 184 ,2026-06-19,21:40,おたまーず,鰤トニー,▲61.6,4.0着,,-1600,P0326
2026,Aリーグ,レギュラー, 185 ,2026-06-19,21:42,SILVER WOLVES,阿賀寿直, 65.1 ,1.0着,第一試合,45100,P0228
2026,Aリーグ,レギュラー, 185 ,2026-06-19,21:42,たちこまーず,坊や哲, 19.6 ,2.0着,,39600,P0310
2026,Aリーグ,レギュラー, 185 ,2026-06-19,21:42,HIVE,ぽこぽこぽこり,▲7.3,3.0着,,32700,P0179
2026,Aリーグ,レギュラー, 185 ,2026-06-19,21:42,最強位ズ,ねこます,▲77.4,4.0着,,-17400,P0155
2026,Aリーグ,レギュラー, 186 ,2026-06-19,22:00,MJ東京,aimoni, 74.3 ,1.0着,第一試合,54300,P0015
2026,Aリーグ,レギュラー, 186 ,2026-06-19,22:00,武装,年賀状, 14.7 ,2.0着,,34700,P0307
2026,Aリーグ,レギュラー, 186 ,2026-06-19,22:00,SSブルーバーズ,サヴェ松田,▲25.1,3.0着,,14900,P0107
2026,Aリーグ,レギュラー, 186 ,2026-06-19,22:00,enjoyすればイイ雀！,みや,▲63.9,4.0着,,-3900,P0195
2026,Bリーグ,レギュラー, 187 ,2026-06-19,22:24,おたまーず,くれば, 78.1 ,1.0着,第二試合,58100,P0101
2026,Bリーグ,レギュラー, 187 ,2026-06-19,22:24,楽しめばイイ雀,小四喜大好き, 18.8 ,2.0着,,38800,P0272
2026,Bリーグ,レギュラー, 187 ,2026-06-19,22:24,Team MJ lovers,μゆぅちゃん,▲32.9,3.0着,,7100,P0327
2026,Bリーグ,レギュラー, 187 ,2026-06-19,22:24,他力本願寺,灰鶴,▲64.0,4.0着,,-4000,P0239
2026,Bリーグ,レギュラー, 188 ,2026-06-19,22:27,TEAM AJITO,神田大行, 61.3 ,1.0着,第二試合,41300,P0282
2026,Bリーグ,レギュラー, 188 ,2026-06-19,22:27,教室生☆KSC,Anmi, 3.1 ,2.0着,,23100,P0016
2026,Bリーグ,レギュラー, 188 ,2026-06-19,22:27,チートイズ,014のりたま,▲20.4,3.0着,,19600,P0011
2026,Bリーグ,レギュラー, 188 ,2026-06-19,22:27,IRU,uki,▲44.0,4.0着,,16000,P0059
2026,Aリーグ,レギュラー, 189 ,2026-06-19,22:31,MJ東京,キレそう, 54.3 ,1.0着,第二試合,34300,P0097
2026,Aリーグ,レギュラー, 189 ,2026-06-19,22:31,武装,ゆんゆん, 9.0 ,2.0着,,29000,P0210
2026,Aリーグ,レギュラー, 189 ,2026-06-19,22:31,enjoyすればイイ雀！,せなmam@,▲18.6,3.0着,,21400,P0124
2026,Aリーグ,レギュラー, 189 ,2026-06-19,22:31,SSブルーバーズ,きめっち,▲44.7,4.0着,,15300,P0095
2026,Aリーグ,レギュラー, 190 ,2026-06-19,22:32,電光石火,EmperorTime, 52.9 ,1.0着,第二試合,32900,P0024
2026,Aリーグ,レギュラー, 190 ,2026-06-19,22:32,ＺＯＯ,Bu Ki Chi, 12.4 ,2.0着,,32400,P0020
2026,Aリーグ,レギュラー, 190 ,2026-06-19,22:32,レッドリボン軍,くまさぶろー,▲21.3,3.0着,,18700,P0100
2026,Aリーグ,レギュラー, 190 ,2026-06-19,22:32,MJAC愛好会,冬のミルク,▲44.0,4.0着,,16000,P0304
2026,Aリーグ,レギュラー, 191 ,2026-06-19,22:36,最強位ズ,ｒｒｒｒｒｒ, 57.3 ,1.0着,第二試合,37300,P0053
2026,Aリーグ,レギュラー, 191 ,2026-06-19,22:36,SILVER WOLVES,石川安牌, 16.2 ,2.0着,,36200,P0284
2026,Aリーグ,レギュラー, 191 ,2026-06-19,22:36,HIVE,ぽこぽこぽこり,▲26.2,3.0着,,13800,P0179
2026,Aリーグ,レギュラー, 191 ,2026-06-19,22:36,たちこまーず,おしゃる,▲47.3,4.0着,,12700,P0082
2026,Bリーグ,レギュラー, 192 ,2026-06-19,22:44,Brave Revengers,りきまーる, 70.5 ,1.0着,第二試合,50500,P0214
2026,Bリーグ,レギュラー, 192 ,2026-06-19,22:44,Vertice,ゆうー, 18.8 ,2.0着,,38800,P0203
2026,Bリーグ,レギュラー, 192 ,2026-06-19,22:44,La vie en Rose,ふとふと,▲26.8,3.0着,,13200,P0167
2026,Bリーグ,レギュラー, 192 ,2026-06-19,22:44,さわやかMJ野郎の会,ソニア@SMY会,▲62.5,4.0着,,-2500,P0127
2026,Aリーグ,レギュラー, 193 ,2026-06-22,21:25,電光石火,魔王, 52.1 ,1.0着,第一試合,32100,P0312
2026,Aリーグ,レギュラー, 193 ,2026-06-22,21:25,ＺＯＯ,ご飯にバター, 5.0 ,2.0着,,25000,P0106
2026,Aリーグ,レギュラー, 193 ,2026-06-22,21:25,HIVE,ぼうや@HIVE,▲16.8,3.0着,,23200,P0177
2026,Aリーグ,レギュラー, 193 ,2026-06-22,21:25,enjoyすればイイ雀！,じゅねこ,▲40.3,4.0着,,19700,P0116
2026,Bリーグ,レギュラー, 194 ,2026-06-22,21:29,おたまーず,おたま♪, 53.3 ,1.0着,第一試合,33300,P0084
2026,Bリーグ,レギュラー, 194 ,2026-06-22,21:29,La vie en Rose,匕首◆, 12.1 ,2.0着,,32100,P0325
2026,Bリーグ,レギュラー, 194 ,2026-06-22,21:29,チートイズ,dia,▲19.4,3.0着,,20600,P0023
2026,Bリーグ,レギュラー, 194 ,2026-06-22,21:29,さわやかMJ野郎の会,パイ乙戦士全ツ,▲46.0,4.0着,,14000,P0156
